trip_distance,fare_amount,passenger_count,total_amount
2.03,13.5,2.0,22.2
2.35,14.9,4.0,24.65
0.0,34.5,1.0,36.0
0.9,7.9,1.0,15.01
1.1,7.9,2.0,15.65
12.75,47.8,1.0,63.99
2.16,14.2,1.0,21.2
1.49,10.7,1.0,16.45
2.09,15.6,1.0,25.62
19.16,70.0,2.0,99.78
6.45,33.1,1.0,43.35
4.92,28.9,2.0,41.58
0.36,4.4,1.0,9.9
10.0,39.4,1.0,62.3
4.3,19.1,1.0,24.85
1.3,8.6,1.0,16.5
1.31,7.9,1.0,13.9
4.18,21.9,1.0,33.18
2.9,17.0,1.0,28.44
4.06,21.2,1.0,33.69
2.2,13.5,4.0,24.06
2.45,13.5,1.0,23.1
9.87,39.4,1.0,70.26
3.0,17.7,1.0,28.14
1.5,10.7,1.0,16.45
19.3,70.0,1.0,80.19
10.64,42.2,2.0,61.89
0.8,7.9,1.0,16.4
3.58,19.8,3.0,28.55
10.31,43.6,1.0,47.85
1.23,9.3,2.0,18.06
1.28,10.7,1.0,19.74
0.54,5.8,4.0,11.55
2.26,12.8,1.0,22.26
7.04,30.3,1.0,43.26
1.63,13.5,1.0,22.2
1.56,12.1,3.0,21.42
1.06,7.2,1.0,15.54
1.07,7.2,1.0,14.64
6.1,28.9,1.0,43.3
1.62,10.7,1.0,16.45
3.8,19.1,1.0,29.82
2.05,10.7,1.0,18.09
1.79,10.7,4.0,16.6
1.61,12.1,1.0,20.0
1.17,8.6,1.0,17.22
1.72,10.0,1.0,18.9
2.38,14.2,1.0,23.94
1.01,7.9,1.0,16.38
1.2,8.6,2.0,17.2
1.63,10.7,5.0,17.7
0.42,-5.8,1.0,-11.55
0.42,5.8,1.0,11.55
2.97,15.6,1.0,25.62
2.52,13.5,1.0,23.1
1.5,10.7,1.0,19.74
0.65,5.8,1.0,12.3
1.76,10.0,1.0,18.9
3.67,19.1,1.0,29.85
0.3,3.7,1.0,9.45
1.24,7.9,1.0,16.38
0.89,6.5,1.0,12.25
6.3,28.9,1.0,41.58
0.9,7.2,1.0,15.5
1.3,8.6,1.0,18.65
2.9,14.2,1.0,21.2
2.9,12.8,1.0,22.24
0.8,6.5,1.0,17.25
1.66,8.6,1.0,16.32
1.5,9.3,2.0,18.05
2.2,12.1,2.0,21.4
0.88,6.5,1.0,15.25
7.2,31.0,2.0,47.78
3.11,15.6,1.0,25.62
1.4,8.6,1.0,17.2
4.08,24.0,4.0,35.7
11.8,49.2,1.0,54.2
1.52,10.0,1.0,16.75
1.26,10.7,1.0,19.74
1.92,10.7,5.0,21.39
5.84,30.3,1.0,37.05
3.1,15.6,1.0,21.35
1.3,8.6,1.0,17.2
0.58,5.8,1.0,11.55
6.33,26.1,1.0,39.35
0.86,6.5,1.0,14.09
3.04,17.7,1.0,28.14
2.3,-16.3,1.0,-22.05
2.3,16.3,1.0,22.05
3.28,24.7,1.0,36.54
0.69,6.5,2.0,14.7
2.2,11.4,1.0,18.15
0.78,6.5,1.0,12.25
3.51,18.4,1.0,28.98
4.43,21.9,1.0,33.18
25.51,93.3,1.0,107.55
1.1,9.3,1.0,18.06
4.42,21.2,1.0,31.95
6.28,29.6,1.0,42.42
4.35,21.2,1.0,33.69
4.15,19.1,2.0,23.35
6.71,31.0,1.0,36.75
0.83,7.9,1.0,17.06
0.83,7.2,1.0,12.95
17.38,70.0,2.0,93.44
2.09,13.5,1.0,19.25
3.38,70.0,1.0,95.1
1.97,11.4,2.0,18.15
3.1,17.7,1.0,23.45
2.6,12.8,1.0,24.1
3.5,17.7,1.0,29.3
2.9,14.2,1.0,21.95
0.6,5.8,1.0,12.55
2.32,12.1,1.0,21.42
1.7,9.3,1.0,18.8
1.43,8.6,1.0,17.22
1.9,12.1,1.0,21.42
0.0,60.0,2.0,61.0
1.13,9.3,2.0,18.06
0.26,4.4,1.0,9.4
2.29,-12.8,1.0,-18.55
2.29,12.8,1.0,18.55
0.38,5.1,1.0,13.02
1.65,24.0,1.0,30.25
4.9,23.3,1.0,34.86
1.9,14.2,4.0,20.04
0.53,6.5,1.0,12.25
1.26,11.4,1.0,20.23
1.77,12.8,1.0,22.26
8.58,35.2,1.0,55.99
2.01,13.5,1.0,22.2
1.64,-10.7,1.0,-16.45
1.64,10.7,1.0,16.45
2.04,10.7,1.0,19.74
2.69,16.3,1.0,26.46
8.5,37.3,1.0,51.65
2.4,11.4,1.0,20.55
4.58,23.3,1.0,30.05
1.36,9.3,1.0,17.16
2.72,13.5,1.0,23.1
0.3,4.4,1.0,10.15
1.49,13.5,2.0,20.25
1.75,11.4,1.0,20.58
1.52,-10.7,1.0,-16.45
1.52,10.7,1.0,16.45
0.0,77.0,1.0,93.6
4.29,19.8,3.0,30.66
0.7,5.1,1.0,13.0
1.07,7.2,1.0,15.54
0.91,6.5,2.0,14.7
6.6,32.4,1.0,45.78
6.3,28.2,1.0,40.74
1.59,12.1,2.0,21.42
1.62,10.7,1.0,18.95
1.42,9.3,1.0,18.81
10.62,42.9,1.0,74.46
1.7,10.0,1.0,18.0
2.2,10.7,1.0,18.45
18.46,70.0,1.0,100.13
1.13,7.9,1.0,16.38
1.0,7.9,1.0,17.05
1.0,9.3,1.0,18.05
3.14,15.6,1.0,25.62
1.24,10.7,1.0,19.74
1.3,7.9,1.0,16.35
0.6,7.2,1.0,16.15
1.5,10.0,1.0,18.9
2.58,14.2,1.0,19.95
1.72,10.0,1.0,18.9
1.33,7.9,1.0,12.9
4.7,19.8,1.0,24.05
8.41,33.1,1.0,57.79
1.28,7.2,1.0,14.64
1.8,11.4,1.0,21.4
1.8,12.1,1.0,17.85
3.02,15.6,1.0,21.35
0.54,5.1,1.0,13.02
12.24,60.4,1.0,79.38
1.35,7.2,1.0,11.0
1.57,8.6,1.0,17.22
2.28,12.8,1.0,22.26
11.41,47.8,2.0,70.87
19.17,70.0,1.0,87.98
0.5,7.2,2.0,12.95
5.2,24.0,1.0,33.75
5.3,26.1,1.0,36.85
1.21,9.3,1.0,18.06
3.0,15.6,1.0,25.62
4.62,25.4,1.0,38.94
3.14,18.4,1.0,28.98
5.0,21.9,1.0,30.42
1.8,10.0,1.0,18.9
1.32,10.7,1.0,19.74
1.99,12.8,1.0,18.55
3.31,16.3,1.0,26.46
2.5,13.5,1.0,19.25
10.43,43.6,1.0,67.55
1.61,10.0,1.0,18.9
10.73,40.8,1.0,66.19
1.22,9.3,1.0,18.81
0.94,7.9,1.0,13.9
2.67,16.3,1.0,27.69
1.74,12.1,1.0,22.85
0.73,6.5,1.0,14.09
1.96,-11.4,1.0,-17.15
1.96,11.4,1.0,17.15
1.6,12.1,1.0,18.85
5.2,23.3,1.0,34.85
2.6,14.9,4.0,23.65
6.11,30.3,4.0,43.26
9.99,38.7,1.0,65.52
0.68,6.5,3.0,14.25
4.52,23.3,1.0,34.86
2.04,10.7,1.0,20.56
1.37,10.0,1.0,16.75
8.35,37.3,1.0,61.49
5.53,25.4,2.0,37.38
4.73,24.0,1.0,35.7
0.89,9.3,1.0,19.56
1.65,9.3,1.0,16.55
0.55,5.1,1.0,13.56
1.21,9.3,1.0,17.05
0.67,5.1,1.0,13.02
1.9,10.0,1.0,18.9
4.58,21.2,1.0,32.34
0.89,7.9,1.0,15.65
8.53,40.1,1.0,50.85
1.0,7.2,1.0,14.45
10.16,41.5,1.0,70.08
4.04,20.5,1.0,29.25
7.51,33.8,1.0,44.55
1.6,9.3,1.0,15.05
4.1,17.7,2.0,25.45
2.42,12.8,1.0,22.26
12.88,49.9,1.0,74.53
4.32,21.9,3.0,33.18
9.68,40.8,1.0,55.86
1.9,-13.5,1.0,-19.25
1.9,13.5,1.0,19.25
2.76,19.8,1.0,30.66
0.6,6.5,2.0,14.7
2.6,13.5,2.0,23.1
1.06,7.2,1.0,17.95
2.39,-14.9,1.0,-20.65
2.39,14.9,1.0,20.65
1.7,12.1,1.0,19.85
1.7,10.0,1.0,18.0
1.1,6.5,2.0,12.25
2.2,11.4,2.0,20.55
2.0,8.6,2.0,17.2
1.32,10.7,1.0,19.74
4.21,19.1,1.0,29.82
2.85,15.6,3.0,21.35
4.44,24.0,1.0,38.68
11.22,48.5,1.0,73.43
0.6,5.8,1.0,11.55
3.8,19.1,1.0,24.85
0.8,6.5,2.0,14.7
1.44,8.6,1.0,16.35
0.8,7.2,1.0,15.55
1.2,9.3,1.0,18.8
19.6,70.0,2.0,100.09
1.9,11.4,2.0,20.55
1.91,12.1,1.0,20.0
2.81,13.5,1.0,22.14
4.0,18.4,1.0,29.0
0.7,5.1,1.0,12.05
1.07,7.9,1.0,15.0
7.2,33.1,1.0,46.6
1.34,9.3,1.0,17.05
4.66,25.4,2.0,36.15
3.5,20.5,1.0,31.5
0.87,6.5,1.0,14.7
0.48,5.8,2.0,12.55
6.29,28.2,1.0,40.74
0.69,5.8,1.0,13.86
1.35,9.3,1.0,15.05
0.54,4.4,1.0,10.15
1.7,11.4,2.0,17.15
1.8,9.3,1.0,18.05
1.9,9.3,1.0,15.05
6.67,27.5,1.0,42.25
1.42,10.7,1.0,19.74
10.84,44.3,1.0,67.81
1.23,7.9,1.0,16.65
5.56,26.8,1.0,32.55
0.63,5.8,2.0,13.05
5.05,26.1,2.0,38.22
0.36,4.4,1.0,11.28
3.23,18.4,1.0,28.98
0.66,6.5,1.0,14.7
0.58,5.1,1.0,13.02
1.86,12.1,1.0,21.42
21.08,70.0,2.0,102.92
3.75,18.4,1.0,28.98
0.67,6.5,1.0,14.25
1.94,-10.0,1.0,-15.75
1.94,10.0,1.0,15.75
1.23,9.3,1.0,16.05
0.01,-3.0,1.0,-7.25
0.01,3.0,1.0,7.25
19.75,70.0,1.0,91.45
1.44,8.6,1.0,14.35
2.17,11.4,1.0,20.58
3.58,19.1,1.0,29.82
1.06,7.9,4.0,16.38
1.32,10.7,2.0,19.74
1.67,10.0,1.0,15.75
0.29,3.7,1.0,11.34
1.8,14.2,1.0,23.94
1.18,9.3,2.0,17.55
3.13,16.3,2.0,26.46
4.5,20.5,1.0,28.25
0.7,6.5,1.0,14.7
0.94,6.5,1.0,15.92
4.4,23.3,1.0,34.86
1.12,7.2,1.0,15.54
1.9,10.0,1.0,18.0
0.78,5.8,1.0,13.86
2.3,12.1,1.0,21.42
2.8,18.4,1.0,26.15
2.6,15.6,1.0,25.6
1.15,9.3,1.0,18.81
0.88,7.9,1.0,17.06
1.66,10.7,2.0,19.74
3.66,17.7,1.0,28.14
6.2,27.5,1.0,32.5
1.84,10.0,1.0,16.75
2.45,15.6,1.0,25.62
0.33,4.4,1.0,12.18
0.47,5.8,1.0,13.86
0.6,5.8,2.0,13.55
11.07,45.0,1.0,55.75
1.62,11.4,1.0,20.58
2.11,12.1,1.0,21.42
4.01,19.8,1.0,26.55
1.4,10.0,1.0,17.75
1.12,9.3,1.0,19.56
0.71,5.8,1.0,13.86
1.51,10.0,1.0,18.75
1.24,7.2,1.0,9.7
6.02,27.5,1.0,39.9
2.24,15.6,1.0,22.84
1.83,12.1,1.0,21.42
4.69,22.6,2.0,28.35
1.05,7.9,1.0,13.65
4.0,18.4,1.0,28.95
11.71,49.2,2.0,63.79
6.17,28.2,1.0,40.89
2.19,13.5,1.0,23.1
1.96,12.8,2.0,22.26
6.43,32.4,1.0,45.78
2.71,14.2,1.0,23.94
1.49,8.6,1.0,17.22
3.82,17.0,1.0,28.25
0.0,3.0,4.0,43.75
2.76,16.3,1.0,24.72
0.63,6.5,1.0,14.7
2.0,12.1,1.0,21.42
0.77,6.5,1.0,13.25
1.2,7.9,1.0,16.4
0.0,3.0,1.0,8.75
9.79,38.7,1.0,68.52
0.9,7.9,1.0,17.05
1.5,12.1,1.0,21.4
3.5,26.8,1.0,40.7
1.31,10.0,3.0,17.75
0.97,9.3,2.0,18.06
0.92,7.9,1.0,16.38
1.19,7.9,1.0,16.38
7.3,32.4,1.0,45.78
4.96,24.7,1.0,36.45
19.14,70.0,1.0,99.78
11.37,50.6,1.0,65.47
2.79,15.6,1.0,25.62
0.96,7.9,1.0,13.65
3.19,15.6,1.0,25.62
3.13,14.9,1.0,24.78
2.97,17.0,1.0,22.75
3.03,17.7,1.0,25.45
3.26,40.0,4.0,46.75
8.8,34.5,1.0,48.3
3.64,18.4,1.0,26.15
4.16,19.8,1.0,29.38
2.62,15.6,1.0,25.62
3.16,17.7,2.0,23.45
0.93,7.9,1.0,15.7
2.6,13.5,1.0,19.25
15.58,63.2,1.0,83.88
8.19,33.1,2.0,52.55
3.44,17.0,1.0,25.75
0.8,5.8,1.0,13.86
0.91,8.6,2.0,17.22
15.2,49.5,1.0,50.0
1.63,10.7,1.0,16.45
2.06,12.1,1.0,19.63
0.81,8.6,1.0,15.79
1.3,7.9,1.0,16.4
3.42,18.4,1.0,27.05
1.75,10.7,1.0,19.74
0.97,8.6,1.0,18.65
1.54,10.7,1.0,19.74
1.68,12.1,1.0,21.42
1.71,10.7,2.0,19.74
0.51,6.5,1.0,14.7
0.57,5.8,1.0,13.86
0.71,7.2,1.0,12.95
0.0,12.0,1.0,13.5
3.17,17.0,1.0,22.75
1.02,7.9,1.0,16.38
0.74,5.8,2.0,11.55
1.02,9.3,2.0,18.06
0.7,5.8,2.0,13.86
0.77,6.5,2.0,14.7
1.46,10.0,1.0,18.9
1.3,8.6,2.0,18.65
0.5,5.1,3.0,10.85
4.3,20.5,1.0,31.5
1.4,8.6,1.0,17.22
1.3,9.3,1.0,18.05
19.4,74.4,1.0,94.38
8.95,-34.5,2.0,-53.94
8.95,34.5,2.0,53.94
6.53,31.0,1.0,44.1
8.51,40.8,1.0,55.86
1.46,10.0,1.0,18.9
18.0,70.0,2.0,80.19
3.27,15.6,1.0,22.85
3.43,19.8,1.0,30.66
0.0,7.2,2.0,15.54
2.43,14.2,2.0,23.94
3.43,16.3,1.0,22.05
2.0,11.4,1.0,20.6
1.87,11.4,1.0,22.29
5.92,28.2,1.0,33.95
2.3,12.1,1.0,37.85
2.0,12.1,2.0,21.4
2.4,12.8,1.0,23.2
1.6,9.3,1.0,18.05
4.8,19.8,1.0,27.55
16.2,69.5,1.0,98.4
4.52,24.7,1.0,36.54
6.1,29.6,1.0,42.4
0.9,7.2,1.0,15.5
1.15,7.2,1.0,14.2
7.04,28.2,1.0,33.2
2.05,12.8,1.0,22.26
1.54,13.5,1.0,23.1
4.79,28.9,1.0,34.65
3.77,17.7,1.0,28.14
4.46,20.5,1.0,31.5
1.24,8.6,4.0,17.22
6.45,28.2,4.0,44.14
2.13,10.7,1.0,19.74
9.43,37.3,1.0,67.74
1.37,10.0,1.0,18.9
1.2,8.6,1.0,15.79
9.7,42.2,4.0,61.64
11.97,47.1,1.0,79.5
0.87,7.2,1.0,14.89
1.51,10.7,1.0,21.38
18.3,70.0,1.0,91.8
1.23,8.6,1.0,17.22
8.65,37.3,1.0,51.66
1.79,14.9,1.0,24.78
1.82,12.8,1.0,24.12
0.5,5.8,1.0,12.55
3.88,20.5,1.0,31.5
1.46,10.7,3.0,18.09
1.2,9.3,1.0,18.05
1.5,8.6,1.0,17.2
0.8,7.9,1.0,14.95
3.92,24.7,1.0,30.45
1.68,9.3,2.0,21.91
17.66,70.0,2.0,99.78
1.65,12.8,1.0,22.26
5.87,28.9,1.0,40.54
11.5,45.0,1.0,65.1
0.86,5.8,1.0,13.86
1.66,10.0,2.0,18.9
3.1,17.0,1.0,22.75
0.0,17.0,1.0,22.5
5.93,26.8,1.0,38.16
1.3,8.6,1.0,17.2
1.1,7.2,1.0,15.55
5.37,22.6,1.0,34.02
1.27,8.6,1.0,16.5
0.69,6.5,1.0,15.92
1.11,10.0,3.0,16.75
4.15,19.1,4.0,29.82
3.94,19.8,4.0,31.55
6.03,30.3,1.0,43.26
17.25,70.0,1.0,94.25
1.26,8.6,4.0,15.35
1.1,6.5,1.0,15.75
3.23,18.4,3.0,28.98
19.24,70.0,2.0,99.78
1.78,12.1,1.0,19.85
1.45,8.6,1.0,14.35
10.92,51.3,1.0,68.46
22.04,89.8,5.0,118.86
1.03,8.6,1.0,16.35
1.56,8.6,1.0,17.22
1.95,13.5,1.0,22.25
2.16,11.4,1.0,20.58
0.8,8.6,1.0,14.35
3.44,14.9,1.0,23.65
2.68,14.9,3.0,24.78
1.96,12.1,1.0,21.42
18.6,70.0,2.0,86.5
10.3,40.1,4.0,49.35
3.32,15.6,1.0,25.62
2.02,12.1,1.0,19.1
7.5,32.5,1.0,33.0
1.78,10.7,1.0,17.45
1.52,8.6,3.0,14.35
1.29,9.3,1.0,18.0
0.67,6.5,1.0,12.25
1.72,10.7,1.0,19.74
1.78,11.4,1.0,19.72
3.0,15.6,2.0,22.35
9.18,38.0,1.0,64.68
2.56,17.0,1.0,22.77
11.81,49.2,1.0,72.63
1.46,11.4,1.0,20.58
6.91,31.0,1.0,44.1
1.81,9.3,1.0,18.06
4.57,21.2,1.0,32.34
0.94,8.6,1.0,15.35
2.0,12.1,1.0,21.42
2.71,14.2,1.0,19.95
2.79,17.0,1.0,22.75
9.82,42.2,1.0,73.62
0.7,8.6,1.0,17.2
1.41,9.3,1.0,17.16
1.9,13.5,2.0,23.1
5.05,28.9,1.0,41.58
1.4,9.3,1.0,17.05
10.3,49.2,1.0,54.95
2.59,14.9,1.0,23.65
3.91,22.6,2.0,34.02
1.52,9.3,1.0,18.06
0.89,7.2,2.0,15.54
2.77,15.6,1.0,24.35
1.89,10.7,1.0,18.84
4.93,23.3,1.0,29.05
3.21,16.3,1.0,27.56
1.25,7.9,2.0,14.65
6.02,-26.8,1.0,-32.55
6.02,26.8,1.0,32.55
1.1,8.6,1.0,15.35
0.3,3.7,1.0,11.3
2.9,15.6,1.0,25.35
17.97,70.0,1.0,95.96
3.16,14.9,1.0,25.81
2.9,14.9,1.0,20.65
2.51,12.8,2.0,22.26
0.8,5.8,1.0,13.05
0.8,6.5,1.0,14.7
0.58,5.8,2.0,13.86
4.56,21.2,2.0,30.99
1.84,10.7,1.0,19.74
3.2,17.0,2.0,26.85
0.5,5.8,2.0,12.55
2.2,70.0,2.0,74.75
1.8,11.4,2.0,22.35
6.7,33.8,5.0,47.45
0.81,7.2,1.0,15.54
10.0,45.0,1.0,69.23
0.6,6.5,1.0,10.8
2.38,15.6,1.0,21.35
5.94,23.3,2.0,27.55
0.7,7.2,1.0,15.5
8.67,33.8,1.0,53.24
1.8,9.3,1.0,18.06
5.5,25.4,1.0,40.45
1.2,7.2,1.0,15.5
7.48,36.6,1.0,50.82
1.85,11.4,1.0,18.15
2.04,10.7,1.0,20.56
1.09,8.6,4.0,17.94
1.7,12.1,1.0,21.4
0.9,8.6,1.0,17.2
3.39,16.3,1.0,23.0
2.55,14.9,2.0,24.78
1.18,10.0,1.0,16.75
0.2,3.7,1.0,11.34
18.33,70.0,1.0,99.78
18.4,73.0,1.0,96.55
0.99,-6.5,1.0,-11.5
0.99,6.5,1.0,11.5
4.1,20.5,1.0,26.25
1.97,12.8,2.0,22.26
4.48,-19.8,1.0,-24.05
4.48,19.8,1.0,24.05
19.48,70.0,1.0,90.55
0.49,5.1,1.0,10.85
0.93,7.9,1.0,18.65
17.41,70.0,2.0,99.78
3.08,21.2,2.0,32.34
3.45,18.4,1.0,21.9
0.9,7.9,1.0,10.4
15.52,59.0,1.0,75.55
3.0,14.9,1.0,19.15
1.17,9.3,1.0,18.06
17.7,70.0,3.0,83.44
1.88,10.7,1.0,19.74
7.29,31.7,1.0,35.95
2.05,10.7,1.0,19.74
6.08,35.9,1.0,49.98
4.79,24.7,1.0,35.45
0.38,4.4,1.0,11.28
2.1,12.1,1.0,21.4
1.74,12.1,1.0,21.42
15.24,66.7,2.0,72.45
3.06,17.0,4.0,27.3
1.71,8.6,1.0,16.1
1.56,12.8,1.0,19.55
1.43,9.3,1.0,18.06
3.31,18.4,1.0,24.15
18.48,70.0,2.0,90.55
1.7,10.0,1.0,17.25
1.7,10.7,1.0,19.74
2.59,15.6,3.0,23.35
1.68,9.3,1.0,17.16
0.8,-7.2,2.0,-12.95
0.8,7.2,2.0,12.95
3.91,26.8,1.0,39.06
1.52,11.4,1.0,22.15
1.17,9.3,1.0,18.06
9.7,38.0,1.0,42.25
19.1,70.0,1.0,76.5
0.89,8.6,1.0,13.32
0.99,7.2,1.0,12.95
0.58,5.8,1.0,17.71
2.48,13.5,1.0,22.75
1.75,11.4,1.0,20.58
1.46,10.0,1.0,18.0
3.13,16.3,2.0,22.05
4.26,22.6,1.0,35.44
16.88,-83.5,4.0,-92.75
16.88,83.5,4.0,92.75
1.13,7.9,3.0,16.38
2.3,11.4,1.0,17.49
1.63,10.0,2.0,18.9
3.2,18.4,2.0,30.19
2.19,11.4,1.0,16.4
12.9,51.3,1.0,84.84
1.55,10.0,1.0,15.75
1.13,9.3,1.0,18.06
1.49,11.4,2.0,20.58
1.71,11.4,2.0,20.15
1.42,10.0,1.0,18.75
1.67,10.7,1.0,19.74
18.34,70.0,1.0,103.67
1.78,10.7,1.0,19.74
0.7,7.9,1.0,17.05
16.64,70.0,1.0,85.44
4.06,22.6,1.0,34.02
1.07,9.3,1.0,18.06
0.52,5.8,1.0,13.86
15.1,70.0,1.0,85.75
0.41,5.1,1.0,13.02
0.0,190.0,4.0,206.0
3.19,17.0,1.0,26.16
3.38,19.8,1.0,30.66
1.61,9.3,1.0,18.06
1.47,9.3,1.0,17.05
3.94,18.4,1.0,24.15
3.69,22.6,1.0,28.35
2.2,14.2,0.0,24.9
3.4,21.2,2.0,26.95
2.12,12.8,1.0,22.26
11.96,48.5,1.0,65.1
0.41,5.1,1.0,11.1
0.9,6.5,1.0,12.25
2.4,13.5,1.0,23.1
0.52,5.8,1.0,13.86
4.11,21.2,1.0,32.34
9.32,38.0,1.0,67.68
46.63,-260.6,1.0,-271.79
46.63,260.6,1.0,271.79
18.7,75.8,2.0,99.26
1.75,14.2,1.0,23.94
2.67,12.1,1.0,17.1
1.88,9.3,1.0,18.06
1.95,10.0,1.0,17.33
1.45,10.7,1.0,16.45
38.35,205.3,1.0,216.49
2.02,16.3,2.0,28.67
2.02,10.7,1.0,18.92
6.27,25.4,1.0,35.58
4.68,21.2,5.0,26.95
1.81,9.3,1.0,18.06
2.19,12.8,1.0,20.55
2.5,19.1,1.0,26.85
8.02,32.4,1.0,61.86
3.21,16.3,1.0,26.46
0.9,7.2,1.0,15.54
0.94,8.6,1.0,17.22
0.44,6.5,1.0,12.25
0.39,7.2,1.0,12.95
4.62,21.9,1.0,32.35
7.57,31.7,1.0,52.69
1.3,9.3,1.0,18.06
5.94,31.0,2.0,40.75
0.77,6.5,1.0,15.31
0.03,-70.0,1.0,-74.75
0.03,70.0,1.0,74.75
1.02,8.6,1.0,14.35
3.6,20.5,1.0,31.5
0.0,3.0,4.0,5.5
0.0,15.0,1.0,16.0
0.0,-3.0,2.0,-5.5
0.0,3.0,2.0,5.5
1.5,8.6,1.0,17.9
5.2,23.3,1.0,34.05
0.93,7.2,2.0,15.54
10.66,48.5,1.0,69.19
8.04,31.7,1.0,60.12
2.95,16.3,1.0,26.46
2.64,15.6,2.0,21.35
0.48,6.5,1.0,12.25
3.52,16.3,1.0,26.46
4.83,24.0,1.0,35.7
17.42,70.0,1.0,93.44
2.07,12.1,1.0,21.42
2.25,13.5,1.0,23.1
7.3,35.9,1.0,47.9
3.18,18.4,1.0,24.15
1.6,9.3,1.0,18.05
1.62,10.0,1.0,19.69
2.94,14.2,1.0,23.94
2.5,14.9,1.0,21.65
1.68,11.4,2.0,20.58
2.62,14.9,1.0,25.81
5.05,21.2,1.0,30.19
1.9,12.1,1.0,18.85
6.6,29.6,2.0,42.4
19.15,70.0,1.0,88.21
7.07,30.3,1.0,53.74
2.53,14.9,1.0,25.81
1.88,9.3,1.0,18.06
1.57,10.0,1.0,15.75
3.1,14.9,1.0,24.8
2.6,13.5,1.0,18.5
4.12,21.2,3.0,32.34
21.74,70.0,1.0,98.88
1.4,10.0,2.0,19.65
1.9,12.1,2.0,17.85
3.73,16.3,1.0,27.55
1.87,10.7,1.0,20.56
2.69,14.2,1.0,23.94
8.28,33.1,2.0,64.3
4.13,23.3,1.0,29.1
31.09,70.0,2.0,83.44
0.41,84.0,1.0,102.0
4.89,23.3,1.0,34.86
5.19,25.4,1.0,31.15
1.27,7.9,1.0,16.38
1.03,7.9,2.0,16.38
1.24,8.6,1.0,17.22
6.91,29.6,1.0,44.19
67.51,240.3,3.0,323.71
0.03,-3.0,2.0,-8.0
0.03,3.0,2.0,8.0
0.39,5.1,1.0,13.02
6.62,29.6,1.0,35.35
1.49,9.3,1.0,15.05
1.75,9.3,4.0,18.06
1.1,8.6,1.0,17.2
9.6,65.0,1.0,84.0
1.38,10.0,1.0,16.75
0.46,5.1,1.0,13.56
1.91,10.0,1.0,15.75
1.0,6.5,1.0,12.25
6.39,28.2,3.0,33.95
9.85,38.7,1.0,61.05
7.53,33.1,1.0,50.47
5.18,28.2,1.0,42.44
2.09,11.4,1.0,22.29
20.18,78.6,4.0,89.79
5.14,28.2,2.0,40.74
1.16,7.9,1.0,16.65
8.06,31.7,1.0,61.02
1.4,8.6,1.0,17.2
2.5,12.8,1.0,22.25
4.3,17.7,1.0,21.95
0.87,7.9,1.0,10.4
6.9,28.2,2.0,44.14
6.07,-27.5,1.0,-40.19
6.07,27.5,1.0,40.19
0.9,9.3,1.0,18.05
3.69,24.0,2.0,31.75
7.11,31.0,1.0,45.0
2.48,13.5,1.0,22.25
5.14,21.9,1.0,32.28
1.22,9.3,1.0,19.56
10.9,44.3,1.0,79.24
2.88,15.6,1.0,21.35
2.57,14.2,1.0,25.94
2.52,15.6,1.0,21.35
1.07,7.9,1.0,16.38
1.0,7.2,1.0,15.54
2.55,12.1,1.0,21.42
1.13,7.9,1.0,15.48
11.94,51.3,5.0,69.44
19.06,70.0,1.0,96.23
0.0,87.69,1.0,100.94
11.71,47.8,2.0,68.11
2.1,12.8,1.0,18.55
3.99,21.2,2.0,35.04
4.7,24.0,2.0,32.75
5.07,24.0,1.0,37.19
18.66,70.0,1.0,103.86
1.48,9.3,2.0,18.06
0.71,5.8,1.0,13.55
0.79,8.6,1.0,17.22
16.69,70.0,1.0,93.44
1.81,11.4,1.0,20.58
0.41,-5.1,2.0,-10.85
0.41,5.1,2.0,10.85
2.76,17.0,2.0,22.75
3.59,19.1,1.0,24.85
2.41,15.6,1.0,25.62
1.61,10.7,1.0,21.38
0.69,7.9,2.0,13.65
1.92,11.4,1.0,18.15
1.45,9.3,1.0,18.06
1.83,12.1,1.0,21.42
5.5,26.8,2.0,34.55
3.0,14.9,1.0,20.65
2.61,14.9,1.0,21.65
8.06,-33.1,1.0,-37.35
8.06,33.1,1.0,37.35
11.1,45.0,1.0,68.65
5.71,28.2,2.0,40.74
2.41,14.2,1.0,20.04
6.31,26.8,1.0,36.57
4.12,-21.2,1.0,-26.95
4.12,21.2,1.0,26.95
2.85,15.6,1.0,21.35
17.12,70.0,1.0,94.25
6.67,31.0,1.0,40.75
4.78,21.9,2.0,29.15
2.1,12.8,1.0,22.26
1.44,9.3,1.0,18.06
9.2,38.0,1.0,63.44
12.97,50.6,1.0,70.04
2.82,16.3,1.0,22.05
1.2,7.9,2.0,13.65
1.23,8.6,1.0,16.35
0.0,65.0,1.0,66.0
1.62,10.0,2.0,16.75
6.73,27.5,1.0,31.75
2.14,13.5,1.0,24.06
18.81,70.0,1.0,95.88
0.85,7.2,1.0,12.95
1.2,10.0,1.0,17.75
3.87,20.5,1.0,28.25
9.06,36.6,1.0,66.9
4.08,20.5,3.0,32.81
0.37,5.1,1.0,13.02
17.47,70.0,1.0,91.45
3.06,-15.6,1.0,-21.35
3.06,15.6,1.0,21.35
3.47,18.4,1.0,28.98
1.67,10.0,2.0,17.75
1.0,7.9,2.0,16.35
2.76,15.6,1.0,26.69
